No,Sun 5% (MW),Sun 10% (MW),Sun 15% (MW)
4510,33,66,87.75
4511,29.5,59,97.5
4512,23.5,47,99
4513,29.25,58.5,88.5
4514,32.5,65,70.5
4515,33,66,87.75
4516,29.5,59,97.5
4517,23.5,47,99
4518,29.25,58.5,88.5
4519,32.5,65,70.5
4520,33,66,87.75
4521,29.5,59,97.5
4522,23.5,47,99
4523,29.25,58.5,88.5
4524,32.5,65,70.5
4525,33,66,87.75
4526,29.5,59,97.5
4527,23.5,47,99
4528,29.25,58.5,88.5
4529,32.5,65,70.5
4530,33,66,87.75
4531,29.5,59,97.5
4532,23.5,47,99
4533,29.25,58.5,88.5
4534,32.5,65,70.5
4535,33,66,87.75
4536,29.5,59,97.5
4537,23.5,47,99
4538,29.25,58.5,88.5
4539,32.5,65,70.5
4540,33,66,87.75
4541,29.5,59,97.5
4542,23.5,47,99
4543,29.25,58.5,88.5
4544,32.5,65,70.5
4545,33,66,87.75
4546,29.5,59,97.5
4547,23.5,47,99
4548,29.25,58.5,88.5
4549,32.5,65,70.5
4550,33,66,87.75
4551,29.5,59,97.5
4552,23.5,47,99
4553,29.25,58.5,88.5
4554,32.5,65,70.5
4555,33,66,87.75
4556,29.5,59,97.5
4557,23.5,47,99
4558,29.25,58.5,88.5
4559,32.5,65,70.5
4560,33,66,87.75
4561,29.5,59,97.5
4562,23.5,47,99
4563,29.25,58.5,88.5
4564,32.5,65,70.5
4565,33,66,87.75
4566,29.5,59,97.5
4567,23.5,47,99
4568,29.25,58.5,88.5
4569,32.5,65,70.5
4570,33,66,87.75
4571,29.5,59,97.5
4572,23.5,47,99
4573,29.25,58.5,88.5
4574,32.5,65,70.5
4575,33,66,87.75
4576,29.5,59,97.5
4577,23.5,47,99
4578,29.25,58.5,88.5
4579,32.5,65,70.5
4580,33,66,87.75
4581,29.5,59,97.5
4582,23.5,47,99
4583,29.25,58.5,88.5
4584,32.5,65,70.5
4585,33,66,87.75
4586,29.5,59,97.5
4587,23.5,47,99
4588,29.25,58.5,88.5
4589,32.5,65,70.5
4590,33,66,87.75
4591,29.5,59,97.5
4592,23.5,47,99
4593,29.25,58.5,88.5
4594,32.5,65,70.5
4595,33,66,87.75
4596,29.5,59,97.5
4597,23.5,47,99
4598,29.25,58.5,88.5
4599,32.5,65,70.5
4600,33,66,87.75
4601,29.5,59,97.5
4602,23.5,47,99
4603,29.25,58.5,88.5
4604,32.5,65,70.5
4605,33,66,87.75
4606,29.5,59,97.5
4607,23.5,47,99
4608,29.25,58.5,88.5
4609,32.5,65,70.5
4610,33,66,87.75
4611,29.5,59,97.5
4612,23.5,47,99
4613,29.25,58.5,88.5
4614,32.5,65,70.5
4615,33,66,87.75
4616,29.5,59,97.5
4617,23.5,47,99
4618,29.25,58.5,88.5
4619,32.5,65,70.5
4620,33,66,87.75
4621,29.5,59,97.5
4622,23.5,47,99
4623,29.25,58.5,88.5
4624,32.5,65,70.5
4625,33,66,87.75
4626,29.5,59,97.5
4627,23.5,47,99
4628,29.25,58.5,88.5
4629,32.5,65,70.5
4630,33,66,87.75
4631,29.5,59,97.5
4632,23.5,47,99
4633,29.25,58.5,88.5
4634,32.5,65,70.5
4635,33,66,87.75
4636,29.5,59,97.5
4637,23.5,47,99
4638,29.25,58.5,88.5
4639,32.5,65,70.5
4640,33,66,87.75
4641,29.5,59,97.5
4642,23.5,47,99
4643,29.25,58.5,88.5
4644,32.5,65,70.5
4645,33,66,87.75
4646,29.5,59,97.5
4647,23.5,47,99
4648,29.25,58.5,88.5
4649,32.5,65,70.5
4650,33,66,87.75
4651,29.5,59,97.5
4652,23.5,47,99
4653,29.25,58.5,88.5
4654,32.5,65,70.5
4655,33,66,87.75
4656,29.5,59,97.5
4657,23.5,47,99
4658,29.25,58.5,88.5
4659,32.5,65,70.5
4660,33,66,87.75
4661,29.5,59,97.5
4662,23.5,47,99
4663,29.25,58.5,88.5
4664,32.5,65,70.5
4665,33,66,87.75
4666,29.5,59,97.5
4667,23.5,47,99
4668,29.25,58.5,88.5
4669,32.5,65,70.5
4670,33,66,87.75
4671,29.5,59,97.5
4672,23.5,47,99
4673,29.25,58.5,88.5
4674,32.5,65,70.5
4675,33,66,87.75
4676,29.5,59,97.5
4677,23.5,47,99
4678,29.25,58.5,88.5
4679,32.5,65,70.5
4680,33,66,87.75
4681,29.5,59,97.5
4682,23.5,47,99
4683,29.25,58.5,88.5
4684,32.5,65,70.5
4685,33,66,87.75
4686,29.5,59,97.5
4687,23.5,47,99
4688,29.25,58.5,88.5
4689,32.5,65,70.5
4690,33,66,87.75
4691,29.5,59,97.5
4692,23.5,47,99
4693,29.25,58.5,88.5
4694,32.5,65,70.5
4695,33,66,87.75
4696,29.5,59,97.5
4697,23.5,47,99
4698,29.25,58.5,88.5
4699,32.5,65,70.5
4700,33,66,87.75
4701,29.5,59,97.5
4702,23.5,47,99
4703,29.25,58.5,88.5
4704,32.5,65,70.5
4705,33,66,87.75
4706,29.5,59,97.5
4707,23.5,47,99
4708,29.25,58.5,88.5
4709,32.5,65,70.5
4710,33,66,87.75
4711,29.5,59,97.5
4712,23.5,47,99
4713,29.25,58.5,88.5
4714,32.5,65,70.5
4715,33,66,87.75
4716,29.5,59,97.5
4717,23.5,47,99
4718,29.25,58.5,88.5
4719,32.5,65,70.5
4720,33,66,87.75
4721,29.5,59,97.5
4722,23.5,47,99
4723,29.25,58.5,88.5
4724,32.5,65,70.5
4725,33,66,87.75
4726,29.5,59,97.5
4727,23.5,47,99
4728,29.25,58.5,88.5
4729,32.5,65,70.5
4730,33,66,87.75
4731,29.5,59,97.5
4732,23.5,47,99
4733,29.25,58.5,88.5
4734,32.5,65,70.5
4735,33,66,87.75
4736,29.5,59,97.5
4737,23.5,47,99
4738,29.25,58.5,88.5
4739,32.5,65,70.5
4740,33,66,87.75
4741,29.5,59,97.5
4742,23.5,47,99
4743,29.25,58.5,88.5
4744,32.5,65,70.5
4745,33,66,87.75
4746,29.5,59,97.5
4747,23.5,47,99
4748,29.25,58.5,88.5
4749,32.5,65,70.5
4750,33,66,87.75
4751,29.5,59,97.5
4752,23.5,47,99
4753,29.25,58.5,88.5
4754,32.5,65,70.5
4755,33,66,87.75
4756,29.5,59,97.5
4757,23.5,47,99
4758,29.25,58.5,88.5
4759,32.5,65,70.5
4760,33,66,87.75
4761,29.5,59,97.5
4762,23.5,47,99
4763,29.25,58.5,88.5
4764,32.5,65,70.5
4765,33,66,87.75
4766,29.5,59,97.5
4767,23.5,47,99
4768,29.25,58.5,88.5
4769,32.5,65,70.5
4770,33,66,87.75
4771,29.5,59,97.5
4772,23.5,47,99
4773,29.25,58.5,88.5
4774,32.5,65,70.5
4775,33,66,87.75
4776,29.5,59,97.5
4777,23.5,47,99
4778,29.25,58.5,88.5
4779,32.5,65,70.5
4780,33,66,87.75
4781,29.5,59,97.5
4782,23.5,47,99
4783,29.25,58.5,88.5
4784,32.5,65,70.5
4785,33,66,87.75
4786,29.5,59,97.5
4787,23.5,47,99
4788,29.25,58.5,88.5
4789,32.5,65,70.5
4790,33,66,87.75
4791,29.5,59,97.5
4792,23.5,47,99
4793,29.25,58.5,88.5
4794,32.5,65,70.5
4795,33,66,87.75
4796,29.5,59,97.5
4797,23.5,47,99
4798,29.25,58.5,88.5
4799,32.5,65,70.5
4800,33,66,87.75
4801,29.5,59,97.5
4802,23.5,47,99
4803,29.25,58.5,88.5
4804,32.5,65,70.5
4805,33,66,87.75
4806,29.5,59,97.5
4807,23.5,47,99
4808,29.25,58.5,88.5
4809,32.5,65,70.5
4810,33,66,87.75
4811,29.5,59,97.5
4812,23.5,47,99
4813,29.25,58.5,88.5
4814,32.5,65,70.5
4815,33,66,87.75
4816,29.5,59,97.5
4817,23.5,47,99
4818,29.25,58.5,88.5
4819,32.5,65,70.5
4820,33,66,87.75
4821,29.5,59,97.5
4822,23.5,47,99
4823,29.25,58.5,88.5
4824,32.5,65,70.5
4825,33,66,87.75
4826,29.5,59,97.5
4827,23.5,47,99
4828,29.25,58.5,88.5
4829,32.5,65,70.5
4830,33,66,87.75
4831,29.5,59,97.5
4832,23.5,47,99
4833,29.25,58.5,88.5
4834,32.5,65,70.5
4835,33,66,87.75
4836,29.5,59,97.5
4837,23.5,47,99
4838,29.25,58.5,88.5
4839,32.5,65,70.5
4840,33,66,87.75
4841,29.5,59,97.5
4842,23.5,47,99
4843,29.25,58.5,88.5
4844,32.5,65,70.5
4845,33,66,87.75
4846,29.5,59,97.5
4847,23.5,47,99
4848,29.25,58.5,88.5
4849,32.5,65,70.5
4850,33,66,87.75
4851,29.5,59,97.5
4852,23.5,47,99
4853,29.25,58.5,88.5
4854,32.5,65,70.5
4855,33,66,87.75
4856,29.5,59,97.5
4857,23.5,47,99
4858,29.25,58.5,88.5
4859,32.5,65,70.5
4860,33,66,87.75
4861,29.5,59,97.5
4862,23.5,47,99
4863,29.25,58.5,88.5
4864,32.5,65,70.5
4865,33,66,87.75
4866,29.5,59,97.5
4867,23.5,47,99
4868,29.25,58.5,88.5
4869,32.5,65,70.5
4870,33,66,87.75
4871,29.5,59,97.5
4872,23.5,47,99
4873,29.25,58.5,88.5
4874,32.5,65,70.5
4875,33,66,87.75
4876,29.5,59,97.5
4877,23.5,47,99
4878,29.25,58.5,88.5
4879,32.5,65,70.5
4880,33,66,87.75
4881,29.5,59,97.5
4882,23.5,47,99
4883,29.25,58.5,88.5
4884,32.5,65,70.5
4885,33,66,87.75
4886,29.5,59,97.5
4887,23.5,47,99
4888,29.25,58.5,88.5
4889,32.5,65,70.5
4890,33,66,87.75
4891,29.5,59,97.5
4892,23.5,47,99
4893,29.25,58.5,88.5
4894,32.5,65,70.5
4895,33,66,87.75
4896,29.5,59,97.5
4897,23.5,47,99
4898,29.25,58.5,88.5
4899,32.5,65,70.5
4900,33,66,87.75
4901,29.5,59,97.5
4902,23.5,47,99
4903,29.25,58.5,88.5
4904,32.5,65,70.5
4905,33,66,87.75
4906,29.5,59,97.5
4907,23.5,47,99
4908,29.25,58.5,88.5
4909,32.5,65,70.5
4910,33,66,87.75
4911,29.5,59,97.5
4912,23.5,47,99
4913,29.25,58.5,88.5
4914,32.5,65,70.5
4915,33,66,87.75
4916,29.5,59,97.5
4917,23.5,47,99
4918,29.25,58.5,88.5
4919,32.5,65,70.5
4920,33,66,87.75
4921,29.5,59,97.5
4922,23.5,47,99
4923,29.25,58.5,88.5
4924,32.5,65,70.5
4925,33,66,87.75
4926,29.5,59,97.5
4927,23.5,47,99
4928,29.25,58.5,88.5
4929,32.5,65,70.5
4930,33,66,87.75
4931,29.5,59,97.5
4932,23.5,47,99
4933,29.25,58.5,88.5
4934,32.5,65,70.5
4935,33,66,87.75
4936,29.5,59,97.5
4937,23.5,47,99
4938,29.25,58.5,88.5
4939,32.5,65,70.5
4940,33,66,87.75
4941,29.5,59,97.5
4942,23.5,47,99
4943,29.25,58.5,88.5
4944,32.5,65,70.5
4945,33,66,87.75
4946,29.5,59,97.5
4947,23.5,47,99
4948,29.25,58.5,88.5
4949,32.5,65,70.5
4950,33,66,87.75
4951,29.5,59,97.5
4952,23.5,47,99
4953,29.25,58.5,88.5
4954,32.5,65,70.5
4955,33,66,87.75
4956,29.5,59,97.5
4957,23.5,47,99
4958,29.25,58.5,88.5
4959,32.5,65,70.5
4960,33,66,87.75
4961,29.5,59,97.5
4962,23.5,47,99
4963,29.25,58.5,88.5
4964,32.5,65,70.5
4965,33,66,87.75
4966,29.5,59,97.5
4967,23.5,47,99
4968,29.25,58.5,88.5
4969,32.5,65,70.5
4970,33,66,87.75
4971,29.5,59,97.5
4972,23.5,47,99
4973,29.25,58.5,88.5
4974,32.5,65,70.5
4975,33,66,87.75
4976,29.5,59,97.5
4977,23.5,47,99
4978,29.25,58.5,88.5
4979,32.5,65,70.5
4980,33,66,87.75
4981,29.5,59,97.5
4982,23.5,47,99
4983,29.25,58.5,88.5
4984,32.5,65,70.5
4985,33,66,87.75
4986,29.5,59,97.5
4987,23.5,47,99
4988,29.25,58.5,88.5
4989,32.5,65,70.5
4990,33,66,87.75
4991,29.5,59,97.5
4992,23.5,47,99
4993,29.25,58.5,88.5
4994,32.5,65,70.5
4995,33,66,87.75
4996,29.5,59,97.5
4997,23.5,47,99
4998,29.25,58.5,88.5
4999,32.5,65,70.5
5000,33,66,87.75
5001,29.5,59,97.5
5002,23.5,47,99
5003,29.25,58.5,88.5
5004,32.5,65,70.5
5005,33,66,87.75
5006,29.5,59,97.5
5007,23.5,47,99
5008,29.25,58.5,88.5
5009,32.5,65,70.5
5010,33,66,87.75
5011,29.5,59,97.5
5012,23.5,47,99
5013,29.25,58.5,88.5
5014,32.5,65,70.5
5015,33,66,87.75
5016,29.5,59,97.5
5017,23.5,47,99
5018,29.25,58.5,88.5
5019,32.5,65,70.5
5020,33,66,87.75
5021,29.5,59,97.5
5022,23.5,47,99
5023,29.25,58.5,88.5
5024,32.5,65,70.5
5025,33,66,87.75
5026,29.5,59,97.5
5027,23.5,47,99
5028,29.25,58.5,88.5
5029,32.5,65,70.5
5030,33,66,87.75
5031,29.5,59,97.5
5032,23.5,47,99
5033,29.25,58.5,88.5
5034,32.5,65,70.5
5035,33,66,87.75
5036,29.5,59,97.5
5037,23.5,47,99
5038,29.25,58.5,88.5
5039,32.5,65,70.5
5040,33,66,87.75
5041,29.5,59,97.5
5042,23.5,47,99
5043,29.25,58.5,88.5
5044,32.5,65,70.5
5045,33,66,87.75
5046,29.5,59,97.5
5047,23.5,47,99
5048,29.25,58.5,88.5
5049,32.5,65,70.5
5050,33,66,87.75
5051,29.5,59,97.5
5052,23.5,47,99
5053,29.25,58.5,88.5
5054,32.5,65,70.5
5055,33,66,87.75
5056,29.5,59,97.5
5057,23.5,47,99
5058,29.25,58.5,88.5
5059,32.5,65,70.5
5060,33,66,87.75
5061,29.5,59,97.5
5062,23.5,47,99
5063,29.25,58.5,88.5
5064,32.5,65,70.5
5065,33,66,87.75
5066,29.5,59,97.5
5067,23.5,47,99
5068,29.25,58.5,88.5
5069,32.5,65,70.5
5070,33,66,87.75
5071,29.5,59,97.5
5072,23.5,47,99
5073,29.25,58.5,88.5
5074,32.5,65,70.5
5075,33,66,87.75
5076,29.5,59,97.5
5077,23.5,47,99
5078,29.25,58.5,88.5
5079,32.5,65,70.5
5080,33,66,87.75
5081,29.5,59,97.5
5082,23.5,47,99
5083,29.25,58.5,88.5
5084,32.5,65,70.5
5085,33,66,87.75
5086,29.5,59,97.5
5087,23.5,47,99
5088,29.25,58.5,88.5
5089,32.5,65,70.5
5090,33,66,87.75
5091,29.5,59,97.5
5092,23.5,47,99
5093,29.25,58.5,88.5
5094,32.5,65,70.5
5095,33,66,87.75
5096,29.5,59,97.5
5097,23.5,47,99
5098,29.25,58.5,88.5
5099,32.5,65,70.5
5100,33,66,87.75
5101,29.5,59,97.5
5102,23.5,47,99
5103,29.25,58.5,88.5
5104,32.5,65,70.5
5105,33,66,87.75
5106,29.5,59,97.5
5107,23.5,47,99
5108,29.25,58.5,88.5
5109,32.5,65,70.5
5110,33,66,87.75
5111,29.5,59,97.5
5112,23.5,47,99
5113,29.25,58.5,88.5
5114,32.5,65,70.5
5115,33,66,87.75
5116,29.5,59,97.5
5117,23.5,47,99
5118,29.25,58.5,88.5
5119,32.5,65,70.5
5120,33,66,87.75
5121,29.5,59,97.5
5122,23.5,47,99
5123,29.25,58.5,88.5
5124,32.5,65,70.5
5125,33,66,87.75
5126,29.5,59,97.5
5127,23.5,47,99
5128,29.25,58.5,88.5
5129,32.5,65,70.5
5130,33,66,87.75
5131,29.5,59,97.5
5132,23.5,47,99
5133,29.25,58.5,88.5
5134,32.5,65,70.5
5135,33,66,87.75
5136,29.5,59,97.5
5137,23.5,47,99
5138,29.25,58.5,88.5
5139,32.5,65,70.5
5140,33,66,87.75
5141,29.5,59,97.5
5142,23.5,47,99
5143,29.25,58.5,88.5
5144,32.5,65,70.5
5145,33,66,87.75
5146,29.5,59,97.5
5147,23.5,47,99
5148,29.25,58.5,88.5
5149,32.5,65,70.5
5150,33,66,87.75
5151,29.5,59,97.5
5152,23.5,47,99
5153,29.25,58.5,88.5
5154,32.5,65,70.5
5155,33,66,87.75
5156,29.5,59,97.5
5157,23.5,47,99
5158,29.25,58.5,88.5
5159,32.5,65,70.5
5160,33,66,87.75
5161,29.5,59,97.5
5162,23.5,47,99
5163,29.25,58.5,88.5
5164,32.5,65,70.5
5165,33,66,87.75
5166,29.5,59,97.5
5167,23.5,47,99
5168,29.25,58.5,88.5
5169,32.5,65,70.5
5170,33,66,87.75
5171,29.5,59,97.5
5172,23.5,47,99
5173,29.25,58.5,88.5
5174,32.5,65,70.5
5175,33,66,87.75
5176,29.5,59,97.5
5177,23.5,47,99
5178,29.25,58.5,88.5
5179,32.5,65,70.5
5180,33,66,87.75
5181,29.5,59,97.5
5182,23.5,47,99
5183,29.25,58.5,88.5
5184,32.5,65,70.5
5185,33,66,87.75
5186,29.5,59,97.5
5187,23.5,47,99
5188,29.25,58.5,88.5
5189,32.5,65,70.5
5190,33,66,87.75
5191,29.5,59,97.5
5192,23.5,47,99
5193,29.25,58.5,88.5
5194,32.5,65,70.5
5195,33,66,87.75
5196,29.5,59,97.5
5197,23.5,47,99
5198,29.25,58.5,88.5
5199,32.5,65,70.5
5200,33,66,87.75
5201,29.5,59,97.5
5202,23.5,47,99
5203,29.25,58.5,88.5
5204,32.5,65,70.5
5205,33,66,87.75
5206,29.5,59,97.5
5207,23.5,47,99
5208,29.25,58.5,88.5
5209,32.5,65,70.5
5210,33,66,87.75
5211,29.5,59,97.5
5212,23.5,47,99
5213,29.25,58.5,88.5
5214,32.5,65,70.5
5215,33,66,87.75
5216,29.5,59,97.5
5217,23.5,47,99
5218,29.25,58.5,88.5
5219,32.5,65,70.5
5220,33,66,87.75
5221,29.5,59,97.5
5222,23.5,47,99
5223,29.25,58.5,88.5
5224,32.5,65,70.5
5225,33,66,87.75
5226,29.5,59,97.5
5227,23.5,47,99
5228,29.25,58.5,88.5
5229,32.5,65,70.5
5230,33,66,87.75
5231,29.5,59,97.5
5232,23.5,47,99
5233,29.25,58.5,88.5
5234,32.5,65,70.5
5235,33,66,87.75
5236,29.5,59,97.5
5237,23.5,47,99
5238,29.25,58.5,88.5
5239,32.5,65,70.5
5240,33,66,87.75
5241,29.5,59,97.5
5242,23.5,47,99
5243,29.25,58.5,88.5
5244,32.5,65,70.5
5245,33,66,87.75
5246,29.5,59,97.5
5247,23.5,47,99
5248,29.25,58.5,88.5
5249,32.5,65,70.5
5250,33,66,87.75
5251,29.5,59,97.5
5252,23.5,47,99
5253,29.25,58.5,88.5
5254,32.5,65,70.5
5255,33,66,87.75
5256,29.5,59,97.5
5257,23.5,47,99
5258,29.25,58.5,88.5
5259,32.5,65,70.5
5260,33,66,87.75
5261,29.5,59,97.5
5262,23.5,47,99
5263,29.25,58.5,88.5
5264,32.5,65,70.5
5265,33,66,87.75
5266,29.5,59,97.5
5267,23.5,47,99
5268,29.25,58.5,88.5
5269,32.5,65,70.5
5270,33,66,87.75
5271,29.5,59,97.5
5272,23.5,47,99
5273,29.25,58.5,88.5
5274,32.5,65,70.5
5275,33,66,87.75
5276,29.5,59,97.5
5277,23.5,47,99
5278,29.25,58.5,88.5
5279,32.5,65,70.5
5280,33,66,87.75
5281,29.5,59,97.5
5282,23.5,47,99
5283,29.25,58.5,88.5
5284,32.5,65,70.5
5285,33,66,87.75
5286,29.5,59,97.5
5287,23.5,47,99
5288,29.25,58.5,88.5
5289,32.5,65,70.5
5290,33,66,87.75
5291,29.5,59,97.5
5292,23.5,47,99
5293,29.25,58.5,88.5
5294,32.5,65,70.5
5295,33,66,87.75
5296,29.5,59,97.5
5297,23.5,47,99
5298,29.25,58.5,88.5
5299,32.5,65,70.5
5300,33,66,87.75
5301,29.5,59,97.5
5302,23.5,47,99
5303,29.25,58.5,88.5
5304,32.5,65,70.5
5305,33,66,87.75
5306,29.5,59,97.5
5307,23.5,47,99
5308,29.25,58.5,88.5
5309,32.5,65,70.5
5310,33,66,87.75
5311,29.5,59,97.5
5312,23.5,47,99
5313,29.25,58.5,88.5
5314,32.5,65,70.5
5315,33,66,87.75
5316,29.5,59,97.5
5317,23.5,47,99
5318,29.25,58.5,88.5
5319,32.5,65,70.5
5320,33,66,87.75
5321,29.5,59,97.5
5322,23.5,47,99
5323,29.25,58.5,88.5
5324,32.5,65,70.5
5325,33,66,87.75
5326,29.5,59,97.5
5327,23.5,47,99
5328,29.25,58.5,88.5
5329,32.5,65,70.5
5330,33,66,87.75
5331,29.5,59,97.5
5332,23.5,47,99
5333,29.25,58.5,88.5
5334,32.5,65,70.5
5335,33,66,87.75
5336,29.5,59,97.5
5337,23.5,47,99
5338,29.25,58.5,88.5
5339,32.5,65,70.5
5340,33,66,87.75
5341,29.5,59,97.5
5342,23.5,47,99
5343,29.25,58.5,88.5
5344,32.5,65,70.5
5345,33,66,87.75
5346,29.5,59,97.5
5347,23.5,47,99
5348,29.25,58.5,88.5
5349,32.5,65,70.5
5350,33,66,87.75
5351,29.5,59,97.5
5352,23.5,47,99
5353,29.25,58.5,88.5
5354,32.5,65,70.5
5355,33,66,87.75
5356,29.5,59,97.5
5357,23.5,47,99
5358,29.25,58.5,88.5
5359,32.5,65,70.5
5360,33,66,87.75
5361,29.5,59,97.5
5362,23.5,47,99
5363,29.25,58.5,88.5
5364,32.5,65,70.5
5365,33,66,87.75
5366,29.5,59,97.5
5367,23.5,47,99
5368,29.25,58.5,88.5
5369,32.5,65,70.5
5370,33,66,87.75
5371,29.5,59,97.5
5372,23.5,47,99
5373,29.25,58.5,88.5
5374,32.5,65,70.5
5375,33,66,87.75
5376,29.5,59,97.5
5377,23.5,47,99
5378,29.25,58.5,88.5
5379,32.5,65,70.5
5380,33,66,87.75
5381,29.5,59,97.5
5382,23.5,47,99
5383,29.25,58.5,88.5
5384,32.5,65,70.5
5385,33,66,87.75
5386,29.5,59,97.5
5387,23.5,47,99
5388,29.25,58.5,88.5
5389,32.5,65,70.5
5390,33,66,87.75
5391,29.5,59,97.5
5392,23.5,47,99
5393,29.25,58.5,88.5
5394,32.5,65,70.5
5395,33,66,87.75
5396,29.5,59,97.5
5397,23.5,47,99
5398,29.25,58.5,88.5
5399,32.5,65,70.5
5400,33,66,87.75
5401,29.5,59,97.5
5402,23.5,47,99
5403,29.25,58.5,88.5
5404,32.5,65,70.5
5405,33,66,87.75
5406,29.5,59,97.5
5407,23.5,47,99
5408,29.25,58.5,88.5
5409,32.5,65,70.5
5410,33,66,87.75
5411,29.5,59,97.5
5412,23.5,47,99
5413,29.25,58.5,88.5
5414,32.5,65,70.5
5415,33,66,87.75
5416,29.5,59,97.5
5417,23.5,47,99
5418,29.25,58.5,88.5
5419,32.5,65,70.5
5420,33,66,87.75
5421,29.5,59,97.5
5422,23.5,47,99
5423,29.25,58.5,88.5
5424,32.5,65,70.5
5425,33,66,87.75
5426,29.5,59,97.5
5427,23.5,47,99
5428,29.25,58.5,88.5
5429,32.5,65,70.5
5430,33,66,87.75
5431,29.5,59,97.5
5432,23.5,47,99
5433,29.25,58.5,88.5
5434,32.5,65,70.5
5435,33,66,87.75
5436,29.5,59,97.5
5437,23.5,47,99
5438,29.25,58.5,88.5
5439,32.5,65,70.5
5440,33,66,87.75
5441,29.5,59,97.5
5442,23.5,47,99
5443,29.25,58.5,88.5
5444,32.5,65,70.5
5445,33,66,87.75
5446,29.5,59,97.5
5447,23.5,47,99
5448,29.25,58.5,88.5
5449,32.5,65,70.5
5450,33,66,87.75
5451,29.5,59,97.5
5452,23.5,47,99
5453,29.25,58.5,88.5
5454,32.5,65,70.5
5455,33,66,87.75
5456,29.5,59,97.5
5457,23.5,47,99
5458,29.25,58.5,88.5
5459,32.5,65,70.5
5460,33,66,87.75
5461,29.5,59,97.5
5462,23.5,47,99
5463,29.25,58.5,88.5
5464,32.5,65,70.5
5465,33,66,87.75
5466,29.5,59,97.5
5467,23.5,47,99
5468,29.25,58.5,88.5
5469,32.5,65,70.5
5470,33,66,87.75
5471,29.5,59,97.5
5472,23.5,47,99
5473,29.25,58.5,88.5
5474,32.5,65,70.5
5475,33,66,87.75
5476,29.5,59,97.5
5477,23.5,47,99
5478,29.25,58.5,88.5
5479,32.5,65,70.5
5480,33,66,87.75
5481,29.5,59,97.5
5482,23.5,47,99
5483,29.25,58.5,88.5
5484,32.5,65,70.5
5485,33,66,87.75
5486,29.5,59,97.5
5487,23.5,47,99
5488,29.25,58.5,88.5
5489,32.5,65,70.5
5490,33,66,87.75
5491,29.5,59,97.5
5492,23.5,47,99
5493,29.25,58.5,88.5
5494,32.5,65,70.5
5495,33,66,87.75
5496,29.5,59,97.5
5497,23.5,47,99
5498,29.25,58.5,88.5
5499,32.5,65,70.5
5500,33,66,87.75
5501,29.5,59,97.5
5502,23.5,47,99
5503,29.25,58.5,88.5
5504,32.5,65,70.5
5505,33,66,87.75
5506,29.5,59,97.5
5507,23.5,47,99
5508,29.25,58.5,88.5
5509,32.5,65,70.5
5510,33,66,87.75
5511,29.5,59,97.5
5512,23.5,47,99
5513,29.25,58.5,88.5
5514,32.5,65,70.5
5515,33,66,87.75
5516,29.5,59,97.5
5517,23.5,47,99
5518,29.25,58.5,88.5
5519,32.5,65,70.5
5520,33,66,87.75
5521,29.5,59,97.5
5522,23.5,47,99
5523,29.25,58.5,88.5
5524,32.5,65,70.5
5525,33,66,87.75
5526,29.5,59,97.5
5527,23.5,47,99
5528,29.25,58.5,88.5
5529,32.5,65,70.5
5530,33,66,87.75
5531,29.5,59,97.5
5532,23.5,47,99
5533,29.25,58.5,88.5
5534,32.5,65,70.5
5535,33,66,87.75
5536,29.5,59,97.5
5537,23.5,47,99
5538,29.25,58.5,88.5
5539,32.5,65,70.5
5540,33,66,87.75
5541,29.5,59,97.5
5542,23.5,47,99
5543,29.25,58.5,88.5
5544,32.5,65,70.5
5545,33,66,87.75
5546,29.5,59,97.5
5547,23.5,47,99
5548,29.25,58.5,88.5
5549,32.5,65,70.5
5550,33,66,87.75
5551,29.5,59,97.5
5552,23.5,47,99
5553,29.25,58.5,88.5
5554,32.5,65,70.5
5555,33,66,87.75
5556,29.5,59,97.5
5557,23.5,47,99
5558,29.25,58.5,88.5
5559,32.5,65,70.5
5560,33,66,87.75
5561,29.5,59,97.5
5562,23.5,47,99
5563,29.25,58.5,88.5
5564,32.5,65,70.5
5565,33,66,87.75
5566,29.5,59,97.5
5567,23.5,47,99
5568,29.25,58.5,88.5
5569,32.5,65,70.5
5570,33,66,87.75
5571,29.5,59,97.5
5572,23.5,47,99
5573,29.25,58.5,88.5
5574,32.5,65,70.5
5575,33,66,87.75
5576,29.5,59,97.5
5577,23.5,47,99
5578,29.25,58.5,88.5
5579,32.5,65,70.5
5580,33,66,87.75
5581,29.5,59,97.5
5582,23.5,47,99
5583,29.25,58.5,88.5
5584,32.5,65,70.5
5585,33,66,87.75
5586,29.5,59,97.5
5587,23.5,47,99
5588,29.25,58.5,88.5
5589,32.5,65,70.5
5590,33,66,87.75
5591,29.5,59,97.5
5592,23.5,47,99
5593,29.25,58.5,88.5
5594,32.5,65,70.5
5595,33,66,87.75
5596,29.5,59,97.5
5597,23.5,47,99
5598,29.25,58.5,88.5
5599,32.5,65,70.5
5600,33,66,87.75
5601,29.5,59,97.5
5602,23.5,47,99
5603,29.25,58.5,88.5
5604,32.5,65,70.5
5605,33,66,87.75
5606,29.5,59,97.5
5607,23.5,47,99
5608,29.25,58.5,88.5
5609,32.5,65,70.5
5610,33,66,87.75
5611,29.5,59,97.5
5612,23.5,47,99
5613,29.25,58.5,88.5
5614,32.5,65,70.5
5615,33,66,87.75
5616,29.5,59,97.5
5617,23.5,47,99
